"PROVINCIA,C,50","CANTON,C,50","PARROQUIA,C,100","DISTRITO,C,250","CIRCUITO,C,250","NOMBRE,C,100","NIVEL,C,50","TIPOLOGIA,C,50","INSTITUCIO,C,50","X,N,19,11","Y,N,19,11"
LOS RIOS,MOCACHE,MOCACHE,QUEVEDO-MOCACHE,MOCACHE,AGUAS FRIAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.47399555610,-1.29794146435
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),LOS ENCUENTROS,YANTZAZA- EL PANGUI,LOS ENCUENTROS,LOS ENCUENTROS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.59529337430,-3.71636275386
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,YANTZAZA- EL PANGUI,PACHICUTZA-EL PANGUI-EL GUISME,EL PANGUI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.58180068610,-3.62471653287
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,PACHICUTZA-EL PANGUI-EL GUISME,CHUCHUMBLETZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.53030302320,-3.53481492844
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,PACHICUTZA-EL PANGUI-EL GUISME,EL GUISMI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.56401835300,-3.55538632058
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,YANTZAZA- EL PANGUI,PACHICUTZA-EL PANGUI-EL GUISME,PACHICUTZA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.61305999190,-3.67067331274
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,YANTZAZA- EL PANGUI,TUNDAYME,TUNDAYME,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.48913602680,-3.57641570830
ZAMORA CHINCHIPE,CENTINELA DEL CËNDOR,ZUMBI,NANGARITZA-CENTINELA DEL CONDOR-PAQUISHA,ZUMBI,ZUMBI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.78000427440,-3.89395380170
ZAMORA CHINCHIPE,PALANDA,PALANDA,CHINCHIPE-PALANDA,PALANDA-VALLADOLID,PALANDA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.13159565070,-4.64781122543
ZAMORA CHINCHIPE,PALANDA,PALANDA,CHINCHIPE-PALANDA,PALANDA-VALLADOLID,DISPENSARIO SANTA ANA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.12624349360,-4.61548364854
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,CHINCHIPE-PALANDA,EL PORVENIR DEL CARMEN,EL PORVENIR DEL CARMEN,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.03445430770,-4.54619233626
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,CHINCHIPE-PALANDA,SAN FCO. DEL VERGEL-LA CANELA,SAN FRANCISCO DEL VERGEL,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.04409565830,-4.67753717288
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,CHINCHIPE-PALANDA,PALANDA-VALLADOLID,VALLADOLID,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.13265531020,-4.55240332694
ZAMORA CHINCHIPE,PALANDA,LA CANELA,CHINCHIPE-PALANDA,SAN FCO. DEL VERGEL-LA CANELA,LA CANELA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.95350545770,-4.61243624089
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,NANGARITZA-CENTINELA DEL CONDOR-PAQUISHA,PAQUISHA-BELLAVISTA,PAQUISHA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.67155017190,-3.93310815117
ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,NANGARITZA-CENTINELA DEL CONDOR-PAQUISHA,PAQUISHA-BELLAVISTA,BELLAVISTA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.67595322870,-3.87024191373
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,NANGARITZA-CENTINELA DEL CONDOR-PAQUISHA,NUEVO QUITO,CHINAPINTZA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.59653470780,-4.04119921277
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,NANGARITZA-CENTINELA DEL CONDOR-PAQUISHA,NUEVO QUITO,CISAM,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.64598373770,-3.99548843785
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,SAN FRANCISCO 1,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.92246500020,0.22659700001
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,10 DE AGOSTO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.88120700020,0.18463699996
EL ORO,ARENILLAS,ARENILLAS,ARENILLAS-LAS LAJAS-HUAQUILLAS,ARENILLAS,SAN ISIDRO URBANO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.06062799240,-3.55016585950
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,EL CONDOR,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.92646900020,0.20823200000
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,C.A.A. NUEVA LOJA,PRIMER NIVEL,CENTRO DE SALUD|CS,IESS,-76.88184165950,0.08287942370
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,SAN VALENTIN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.87539700020,0.09448399997
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,ESTRELLA DEL ORIENTE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.88221300020,0.07346900000
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,ABDON CALDERON,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.89360300020,0.09122800000
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,DR. MARCO VINICIO IZA,SEGUNDO NIVEL,HOSPITAL GENERAL|HG,MSP,-76.88588744060,0.08187875226
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,LAGO AGRIO,NUEVA LOJA,PUERTO AGUARICO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.87885400020,0.05688600001
SUCUMBIOS,LAGO AGRIO,DURENO,LAGO AGRIO,DURENO-PACAYACU,DURENO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.67611190040,0.05021799999
SUCUMBIOS,LAGO AGRIO,DURENO,LAGO AGRIO,DURENO-PACAYACU,DISPENSARIO DURENO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.67568170600,0.04411121365
SUCUMBIOS,LAGO AGRIO,GENERAL FARF┴N,LAGO AGRIO,GENERAL FARFAN,DISPENSARIO NUEVE DE MARZO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.78835197710,0.19025093118
SUCUMBIOS,LAGO AGRIO,GENERAL FARF┴N,LAGO AGRIO,GENERAL FARFAN,LA LIBERTAD,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.80951200030,0.19111899999
SUCUMBIOS,LAGO AGRIO,GENERAL FARF┴N,LAGO AGRIO,GENERAL FARFAN,GENERAL FARFAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.84575200020,0.23483599996
SUCUMBIOS,LAGO AGRIO,GENERAL FARF┴N,LAGO AGRIO,GENERAL FARFAN,PATRIA UNIDA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.80960066000,0.19110638713
SUCUMBIOS,LAGO AGRIO,EL ENO,LAGO AGRIO,EL ENO,DISPENSARIO CONAMBO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.86784333450,-0.09454338110
COTOPAXI,PUJILI,LA VICTORIA,PUJILI-SAQUISILI,LA VICTORIA,DISPENSARIO COLLAS ALTO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.72067820720,-0.92009648573
SUCUMBIOS,LAGO AGRIO,PACAYACU,LAGO AGRIO,DURENO-PACAYACU,PACAYACU,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.59082600040,-0.03650100003
SUCUMBIOS,LAGO AGRIO,PACAYACU,LAGO AGRIO,DURENO-PACAYACU,PUERTO NUEVO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.55716200040,0.24640199996
SUCUMBIOS,LAGO AGRIO,PACAYACU,LAGO AGRIO,DURENO-PACAYACU,CHONE 1,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.51944300040,0.19117400003
SUCUMBIOS,LAGO AGRIO,JAMBEL═,LAGO AGRIO,SANTA CECILIA-JAMBELI,JAMBELI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.07798900010,0.08258300003
SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,LAGO AGRIO,SANTA CECILIA-JAMBELI,DISPENSARIO NUEVOS HORIZONTES,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-77.02380799970,0.08337788670
SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,LAGO AGRIO,SANTA CECILIA-JAMBELI,SANTA CECILIA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.98978600010,0.08166599996
SUCUMBIOS,GONZALO PIZARRO,"*EL DORADO DE CASCALES, LUMBAQU═",GONZALO PIZARRO-CASCALES-SUCUMBIOS,PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR,LUMBAQUI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.33020200010,0.04653700003
SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,GONZALO PIZARRO-CASCALES-SUCUMBIOS,PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR,EL REVENTADOR,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.53028100000,-0.04557200004
SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO-CASCALES-SUCUMBIOS,PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR,DISPENSARIO AMAZONAS,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-77.38887408000,0.00685501518
SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,GONZALO PIZARRO-CASCALES-SUCUMBIOS,PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR,PUERTO LIBRE,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.48895000000,0.19087999996
SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,GONZALO PIZARRO-CASCALES-SUCUMBIOS,PUERTO LIBRE-GONZALO PIZARRO-LUMBAQUI-EL REVENTADOR,EL CABENO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.42194200010,0.13011400003
SUCUMBIOS,PUTUMAYO,PUERTO EL CARMEN DEL PUTUMAYO,PUTUMAYO-CUYABENO,PUERTO BOLIVAR (PUERTO MONTUFAR)-PUERTO EL CARMEN DEL PUTUMAYO,PUERTO EL CARMEN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-75.86238200110,0.11592800002
SUCUMBIOS,PUTUMAYO,PALMA ROJA,PUTUMAYO-CUYABENO,SANTA ELENA-PALMA ROJA,PALMA ROJA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.05241700080,0.12257000004
SUCUMBIOS,PUTUMAYO,PALMA ROJA,PUTUMAYO-CUYABENO,SANTA ELENA-PALMA ROJA,UNION Y PROGRESO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.25969100060,0.15036600002
SUCUMBIOS,PUTUMAYO,PALMA ROJA,PUTUMAYO-CUYABENO,SANTA ELENA-PALMA ROJA,DISPENSARIO EL ROSARIO 3,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.18180074100,0.11976176973
SUCUMBIOS,PUTUMAYO,PUERTO BOL═VAR (PUERTO MONT┌FAR),PUTUMAYO-CUYABENO,PUERTO BOLIVAR (PUERTO MONTUFAR)-PUERTO EL CARMEN DEL PUTUMAYO,PUERTO BOLIVAR,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-75.99815600090,-0.09545200002
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,MISS ECUADOR,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.54417300040,-0.16666300002
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-76.64103210450,-0.18305105742
IMBABURA,CANTÊN IBARRA,AMBUQU═,IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI,AMBUQUI,DISPENSARIO EL CHOTA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.06525437250,0.47195611157
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,FLOR DE LOS RIOS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.69038500030,-0.18451099999
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,LA VICTORIA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.64610400030,-0.23861400000
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,18 DE NOVIEMBRE,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.65119200030,-0.26062599999
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,YAMANUNCA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.65726900030,-0.29463700004
IMBABURA,CANTÊN IBARRA,LITA,IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI,LITA,DISPENSARIO ROCAFUERTE 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.31208281260,0.80319626190
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,LIMONCOCHA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.62167000040,-0.40681100001
TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA (CAB. EN CHIQUICHA GRANDE),PATATE-SAN PEDRO DE PELILEO,CHIQUICHA (CAB EN CHIQUICHA GRANDE)-GARCIA MORENO (CHUMAQUI),CHIQUICHA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.53774150780,-1.24805413960
SUCUMBIOS,SHUSHUFINDI,PAÐACOCHA,SHUSHUFINDI,PAÐACOCHA,PANACOCHA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.07062400080,-0.44995199995
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,NUEVA VIDA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.48735100040,-0.32250900002
IMBABURA,PIMAMPIRO,PIMAMPIRO,IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI,CHUGA-PIMAMPIRO-MARIANO ACOSTA-SAN  FCO. DE SIGSIPAMBA,DISPENSARIO PUEBLO NUEVO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-77.92203483230,0.32029366069
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,SAN PABLO DE KANTESDEYA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.42723100050,-0.25959499998
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,SAN VICENTE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.53553700040,-0.30505600004
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE)-LIMONCOCHA,TIERRAS ORIENTALES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.36240600050,-0.29825000003
SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,SHUSHUFINDI,SAN PEDRO DE LOS COFANES-SIETE DE JULIO,SAN PEDRO DE LOS COFANES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.85133700020,-0.13983399996
EL ORO,ARENILLAS,ARENILLAS,ARENILLAS-LAS LAJAS-HUAQUILLAS,ARENILLAS,ARENILLAS,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-80.07090423370,-3.55502482199
SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,SHUSHUFINDI,SAN PEDRO DE LOS COFANES-SIETE DE JULIO,SHUSHUFINDI PROYECTO (JIVINO VERDE),PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.83516400020,-0.17964999998
SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,SHUSHUFINDI,SAN PEDRO DE LOS COFANES-SIETE DE JULIO,SIETE DE JULIO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.78005000030,-0.18604899999
SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,SHUSHUFINDI,SAN PEDRO DE LOS COFANES-SIETE DE JULIO,DISPENSARIO UNIËN MANABITA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.77969210530,-0.18656652774
SUCUMBIOS,SUCUMB═OS,LA BONITA,GONZALO PIZARRO-CASCALES-SUCUMBIOS,SANTA BARBARA-LA BONITA-LA SOFIA-ROSA FLORIDA-EL PLAYON DE SAN FRANCISCO,LA BONITA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.54418400010,0.47403300002
SUCUMBIOS,SUCUMB═OS,EL PLAYËN DE SAN FRANCISCO,GONZALO PIZARRO-CASCALES-SUCUMBIOS,SANTA BARBARA-LA BONITA-LA SOFIA-ROSA FLORIDA-EL PLAYON DE SAN FRANCISCO,PLAYON DE SAN FRANCISCO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.62366500000,0.63822899996
SUCUMBIOS,SUCUMB═OS,LA SOF═A,GONZALO PIZARRO-CASCALES-SUCUMBIOS,SANTA BARBARA-LA BONITA-LA SOFIA-ROSA FLORIDA-EL PLAYON DE SAN FRANCISCO,LA SOFIA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.64231300010,0.36150300005
SUCUMBIOS,SUCUMB═OS,SANTA B┴RBARA,GONZALO PIZARRO-CASCALES-SUCUMBIOS,SANTA BARBARA-LA BONITA-LA SOFIA-ROSA FLORIDA-EL PLAYON DE SAN FRANCISCO,SANTA BARBARA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.52306900010,0.64625100004
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,GONZALO PIZARRO-CASCALES-SUCUMBIOS,SANTA ROSA DE SUCUMBIOS-SEVILLA-EL DORADO DE CASCALES,CASCALES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.21069300010,0.07852600002
TUNGURAHUA,SAN PEDRO DE PELILEO,GARC═A MORENO (CHUMAQUI),PATATE-SAN PEDRO DE PELILEO,CHIQUICHA (CAB EN CHIQUICHA GRANDE)-GARCIA MORENO (CHUMAQUI),SIGUALO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.53271215600,-1.29559365806
IMBABURA,SAN MIGUEL DE URCUQU═,PABLO ARENAS,IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI,PABLO ARENAS-CAHUASQUI,DISPENSARIO CHACHIMBIRO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.23637004530,0.46098445356
ORELLANA,AGUARICO,CAPIT┴N AUGUSTO RIVADENEYRA,AGUARICO,SANTA MARIA DE HUIRIRIMA-CAP. AUGUSTO RIVADENEYRA,CAP. AUGUSTO RIVADENEYRA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-75.85874664630,-0.62250215994
ORELLANA,AGUARICO,CONONACO,AGUARICO,CONONACO,DIKARO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.21173501310,-0.93628485142
ORELLANA,AGUARICO,TIPUTINI,AGUARICO,NUEVO ROCAFUERTE-TIPUTINI-YASUNI,TIPUTINI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-75.52676452300,-0.78994113302
ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,JOYA DE LOS SACHAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.85508541910,-0.30352187305
EL ORO,ARENILLAS,ARENILLAS,ARENILLAS-LAS LAJAS-HUAQUILLAS,ARENILLAS,LA CUCA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.06959400480,-3.49647921965
ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,DISPENSARIO EL ORO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.78363805060,-0.33054697798
ORELLANA,LA JOYA DE LOS SACHAS,ENOKANQUI,LA JOYA DE LOS SACHAS,RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE,ENOKANKI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.84794222090,-0.22686015405
ORELLANA,LA JOYA DE LOS SACHAS,POMPEYA,LA JOYA DE LOS SACHAS,UNIËN MILAGREÐA-POMPEYA,RIVERAS DEL RIO NAPO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.63305839900,-0.43841625296
ORELLANA,LA JOYA DE LOS SACHAS,SAN CARLOS,LA JOYA DE LOS SACHAS,SAN CARLOS-SAN SEBASTIAN DEL COCA,SAN CARLOS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.88367211820,-0.37940062481
ORELLANA,LA JOYA DE LOS SACHAS,SAN SEBASTI┴N DEL COCA,LA JOYA DE LOS SACHAS,SAN CARLOS-SAN SEBASTIAN DEL COCA,SAN SEBASTIAN DEL COCA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.00637918490,-0.33801165284
ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,LA JOYA DE LOS SACHAS,RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE,DISPENSARIO 14 DE DICIEMBRE,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-76.88924177770,-0.25236658014
ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,LA JOYA DE LOS SACHAS,RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE,LAGO SAN PEDRO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.94379848610,-0.24004893058
ORELLANA,LA JOYA DE LOS SACHAS,RUMIPAMBA,LA JOYA DE LOS SACHAS,RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE,RUMIPAMBA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.98502644160,-0.08517420688
ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,LA JOYA DE LOS SACHAS,RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE,3 DE NOVIEMBRE,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.94459130920,-0.18814735141
EL ORO,ARENILLAS,PALMALES,ARENILLAS-LAS LAJAS-HUAQUILLAS,PALMALES,PALMALES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.10057613710,-3.66620960635
ORELLANA,LA JOYA DE LOS SACHAS,UNIËN MILAGREÐA,LA JOYA DE LOS SACHAS,UNIËN MILAGREÐA-POMPEYA,UNION MILAGRENA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-76.78385023580,-0.37209718439
ORELLANA,LA JOYA DE LOS SACHAS,UNIËN MILAGREÐA,LA JOYA DE LOS SACHAS,UNIËN MILAGREÐA-POMPEYA,10 DE AGOSTO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-76.81413575510,-0.35510868999
ORELLANA,LORETO,LORETO,ORELLANA-LORETO,LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO,DISPENSARIO LORETO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-77.30992172320,-0.69257224461
ORELLANA,LORETO,LORETO,ORELLANA-LORETO,LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO,LORETO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.30834140990,-0.69115604673
IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS (PEGUCHE),ANTONIO ANTE-OTAVALO,SAN JUAN DE ILUMAN-DOCTOR MIGUEL EGAS CABEZAS (PEGUCHE),DISPENSARIO QUINCHUQUI,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.23486601480,0.25533161027
ORELLANA,LORETO,AVILA (CAB. EN HUIRUNO),ORELLANA-LORETO,LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO,HUIRUNO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.34333178290,-0.71813129048
ORELLANA,LORETO,PUERTO MURIALDO,ORELLANA-LORETO,LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO,PTO. MURIALDO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.13044763560,-0.69085578814
ORELLANA,LORETO,PUERTO MURIALDO,ORELLANA-LORETO,LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO,BAJO HUINO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.12523462420,-0.62554993876
ORELLANA,LORETO,SAN JOS╔ DE PAYAMINO,ORELLANA-LORETO,SAN JOSE DE PAYAMINO,SAN JOSE DE PAYAMINO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.29285788370,-0.48948090318
EL ORO,ARENILLAS,PALMALES,ARENILLAS-LAS LAJAS-HUAQUILLAS,PALMALES,MANABI DE EL ORO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.12624748210,-3.72955632630
